CustomerID,Country,State,City,Zip_Code,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges
4825-XJGDM,United States,California,Mccloud,96057,41.251322,-122.105209,Female,No,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55
5402-HTOTQ,United States,California,Macdoel,96058,41.769709,-121.92063,Male,No,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35
6734-JDTTV,United States,California,Manton,96059,40.426679,-121.850421,Male,No,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05
7850-THJMU,United States,California,Mill Creek,96061,40.331975,-121.460674,Female,No,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9
3890-RTCMS,United States,California,Millville,96062,40.531257,-122.148139,Male,No,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799
3717-FDJFU,United States,California,Montgomery Creek,96065,40.877552,-121.885884,Male,No,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9
3665-JATSN,United States,California,Mount Shasta,96067,41.33832,-122.290756,Female,No,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05
7966-YOTQW,United States,California,Nubieber,96068,41.082472,-121.195215,Male,No,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2
8853-TZDGH,United States,California,Palo Cedro,96073,40.582399,-122.195512,Female,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75
4324-BZCKL,United States,California,Paynes Creek,96075,40.343213,-121.815412,Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3
6924-TDGMT,United States,California,Platina,96076,40.367964,-122.937379,Male,No,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95
1536-YHDOE,United States,California,Round Mountain,96084,40.923558,-122.059933,Male,No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65
8123-QBNAZ,United States,California,Scott Bar,96085,41.737962,-123.07557,Female,No,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95
3629-ZNKXA,United States,California,Seiad Valley,96086,41.924174,-123.260788,Male,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45
4827-LTQRJ,United States,California,Shasta,96087,40.617614,-122.512861,Female,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85
7711-YIJWC,United States,California,Shingletown,96088,40.497441,-121.827524,Male,No,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5
5482-VXSXJ,United States,California,Tehama,96090,40.021787,-122.127576,Male,No,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3
7365-BVCJH,United States,California,Trinity Center,96091,41.081847,-122.700545,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4
9620-ENEJV,United States,California,Vina,96092,39.955164,-122.018567,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,433.95
2378-YIZKA,United States,California,Weed,96094,41.465121,-122.380947,Female,No,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85,5607.75
0689-DSXGL,United States,California,Yreka,96097,41.764869,-122.671316,Female,No,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.8,4433.3
6818-DJXAA,United States,California,Alturas,96101,41.468877,-120.54229,Female,No,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.1,964.35
0464-WJTKO,United States,California,Cedarville,96104,41.505916,-120.152505,Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1460.85
8902-ZEOVF,United States,California,Chilcoot,96105,39.872961,-120.198876,Male,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,951.55
6778-EICRF,United States,California,Clio,96106,39.745805,-120.580882,Male,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.8,1821.2
2662-NNTDK,United States,California,Coleville,96107,38.42528,-119.475741,Male,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,1600.95
4132-KALRO,United States,California,Davis Creek,96108,41.750354,-120.403885,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,399.25
2874-YXVVA,United States,California,Herlong,96113,40.198234,-120.18089,Female,No,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8
1245-HARPS,United States,California,Janesville,96114,40.294034,-120.512622,Female,No,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,292.4
4323-ELYYB,United States,California,Likely,96116,41.266008,-120.490731,Male,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20,218.55
4293-ETKAP,United States,California,Litchfield,96117,40.507272,-120.338228,Female,No,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9
6064-PUPMC,United States,California,Loyalton,96118,39.637471,-120.226338,Male,No,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),57.2,1423.35
6504-VBLFL,United States,California,Madeline,96119,41.042003,-120.506086,Male,No,Yes,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,58.6,3068.6
6322-PJJDJ,United States,California,Markleeville,96120,38.735789,-119.85798,Male,No,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.8,4690.65
0330-BGYZE,United States,California,Milford,96121,40.181279,-120.392967,Male,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6
1085-LDWAM,United States,California,Portola,96122,39.786755,-120.445626,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65
7586-ZATGZ,United States,California,Ravendale,96123,40.845738,-120.322219,Male,No,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.9,3369.05
7197-VOJMM,United States,California,Calpine,96124,39.672813,-120.456699,Male,No,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65
1843-TLSGD,United States,California,Standish,96128,40.346634,-120.386422,Female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,272.35
9626-VFRGG,United States,California,Susanville,96130,40.559177,-120.612113,Female,No,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05
7075-BNDVQ,United States,California,Termo,96132,41.027281,-120.669427,Female,No,No,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,35,135.75
9143-CANJF,United States,California,Topaz,96133,38.636052,-119.489162,Female,No,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85
7284-BUYEC,United States,California,Tulelake,96134,41.813521,-121.492666,Female,No,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,229.4
2041-JIJCI,United States,California,Wendel,96136,40.345949,-120.081187,Female,No,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64,370.25
4900-MSOMT,United States,California,Carnelian Bay,96140,39.227434,-120.091806,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.2,5714.2
2229-VWQJH,United States,California,Homewood,96141,39.117018,-120.212535,Female,No,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.3,1233.25
9194-GFVOI,United States,California,Tahoma,96142,39.061227,-120.179546,Female,No,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.35,3571.6
1336-EZFZY,United States,California,Kings Beach,96143,39.246654,-120.029273,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,83.3
4282-MSACW,United States,California,Tahoe City,96145,39.178337,-120.162806,Male,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95
1403-LKLIK,United States,California,Olympic Valley,96146,39.191797,-120.212401,Female,No,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,579.4
0136-IFMYD,United States,California,Los Angeles,90001,33.973616,-118.24902,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.95,7634.25
5144-TVGLP,United States,California,Los Angeles,90002,33.949255,-118.246978,Male,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653
9643-AVVWI,United States,California,Los Angeles,90003,33.964131,-118.272783,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80,241.3
0253-ZTEOB,United States,California,Los Angeles,90004,34.076259,-118.310715,Female,No,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3
2706-QZIHY,United States,California,Los Angeles,90005,34.059281,-118.30742,Female,No,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9
6061-PQHMK,United States,California,Los Angeles,90006,34.048013,-118.293953,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,527.5
6137-MFAJN,United States,California,Los Angeles,90008,34.008293,-118.346766,Female,No,No,No,48,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.8,2104.55
9122-UMROB,United States,California,Los Angeles,90010,34.062125,-118.315709,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3
4232-JGKIY,United States,California,Los Angeles,90011,34.00709,-118.258681,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,19.2
2402-TAIRZ,United States,California,Los Angeles,90012,34.065875,-118.238728,Female,No,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.05,3019.1
9659-ZTWSM,United States,California,Los Angeles,90013,34.044639,-118.240413,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95
9139-TWBAS,United States,California,Los Angeles,90014,34.043144,-118.251977,Female,No,Yes,No,26,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5
6685-GBWJZ,United States,California,Los Angeles,90015,34.039224,-118.266293,Male,No,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8
2195-VVRJF,United States,California,Los Angeles,90018,34.028735,-118.317236,Male,Yes,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05
3913-RDSJZ,United States,California,Los Angeles,90019,34.049841,-118.33846,Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.55,1714.95
4203-QGNZA,United States,California,Los Angeles,90021,34.029043,-118.239504,Female,No,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,535.35
5043-TRZWM,United States,California,Los Angeles,90022,34.02381,-118.156582,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55
9494-BDNNC,United States,California,Los Angeles,90025,34.046174,-118.446333,Male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4
1640-PLFMP,United States,California,Los Angeles,90026,34.078991,-118.263804,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25
5366-OBVMR,United States,California,Los Angeles,90027,34.127194,-118.295647,Female,No,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,908.75
7644-OMVMY,United States,California,Los Angeles,90029,34.089953,-118.294824,Male,No,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85, 
4573-JKNAE,United States,California,Los Angeles,90032,34.078821,-118.177576,Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3
9817-APLHW,United States,California,Los Angeles,90034,34.030578,-118.399613,Male,No,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25,316.2
8380-MQINP,United States,California,Los Angeles,90035,34.051809,-118.383843,Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,1079.05
0840-DFEZH,United States,California,Los Angeles,90036,34.070291,-118.349191,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65
8690-ZVLCL,United States,California,Los Angeles,90038,34.088017,-118.327168,Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88,6161.9
1125-SNVCK,United States,California,Los Angeles,90040,33.994524,-118.149953,Female,Yes,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.8,2106.05
0384-LPITE,United States,California,Los Angeles,90041,34.137412,-118.207607,Male,No,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55
4616-EWBNJ,United States,California,Los Angeles,90042,34.11572,-118.192754,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6
1335-HQMKX,United States,California,Los Angeles,90044,33.952714,-118.292061,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15
2545-EBUPK,United States,California,Los Angeles,90045,33.954017,-118.402447,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05
6923-AQONU,United States,California,Los Angeles,90046,34.108455,-118.362081,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454
2172-EJXVF,United States,California,Los Angeles,90047,33.958149,-118.308441,Female,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.9,7521.95
4536-PLEQY,United States,California,Los Angeles,90058,34.001617,-118.222274,Male,No,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8
7029-IJEJK,United States,California,Los Angeles,90059,33.927254,-118.249826,Female,No,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7
8871-JLMHM,United States,California,Los Angeles,90061,33.92128,-118.274186,Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65
5447-VYTKW,United States,California,Los Angeles,90064,34.037251,-118.423573,Male,No,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45
3623-FQBOX,United States,California,Los Angeles,90065,34.108833,-118.229715,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4
8659-HDIYE,United States,California,Los Angeles,90067,34.057496,-118.413959,Female,Yes,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35
3474-BAFSJ,United States,California,West Hollywood,90069,34.093781,-118.381061,Male,No,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95
3865-ZFZIB,United States,California,Los Angeles,90077,34.102084,-118.451629,Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15
1855-AGAWH,United States,California,Bell,90201,33.970343,-118.171368,Male,No,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8
7109-CQYUZ,United States,California,Beverly Hills,90210,34.099891,-118.414338,Male,No,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4
1370-GGAWX,United States,California,Beverly Hills,90211,34.063947,-118.383001,Female,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45
4680-KUTAJ,United States,California,Beverly Hills,90212,34.062095,-118.401508,Female,Yes,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8
5307-UVGNB,United States,California,Compton,90220,33.88151,-118.234451,Female,No,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2
2883-ILGWO,United States,California,Compton,90222,33.912246,-118.236773,Male,Yes,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95
3642-BYHDO,United States,California,Downey,90240,33.956228,-118.120993,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35
9629-NHXFW,United States,California,Downey,90241,33.940884,-118.128628,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4
2696-RZVZW,United States,California,Downey,90242,33.921793,-118.140588,Male,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2
5766-FTRTS,United States,California,El Segundo,90245,33.917145,-118.401554,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1
0396-HUJBP,United States,California,Gardena,90247,33.890853,-118.297967,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4
8879-ZKJOF,United States,California,Gardena,90249,33.90139,-118.315697,Female,No,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75
6285-FTQBF,United States,California,Hawthorne,90250,33.914775,-118.348083,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7
1474-JUWSM,United States,California,Lynwood,90262,33.923573,-118.200669,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25
3530-CRZSB,United States,California,Malibu,90263,34.037037,-118.705803,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9
8498-XXGWA,United States,California,Malibu,90265,34.074572,-118.831181,Female,No,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15
9617-INGJY,United States,California,Manhattan Beach,90266,33.889632,-118.39737,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6
0621-TSSMU,United States,California,Maywood,90270,33.988572,-118.186565,Male,No,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75
7234-KMNRQ,United States,California,Pacific Palisades,90272,34.079449,-118.548306,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19,73.45
7636-PEPNS,United States,California,Palos Verdes Peninsula,90274,33.788208,-118.404955,Female,No,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05
4683-WYDOU,United States,California,Rancho Palos Verdes,90275,33.753146,-118.367459,Male,No,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7
9052-DHNKM,United States,California,Redondo Beach,90277,33.830453,-118.384565,Male,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95
6794-HKIAJ,United States,California,Redondo Beach,90278,33.873395,-118.37019,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45
5578-NKCXI,United States,California,South Gate,90280,33.944624,-118.192615,Female,No,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65
1642-HMARX,United States,California,Topanga,90290,34.115192,-118.61017,Female,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7
3096-WPXBT,United States,California,Venice,90291,33.991782,-118.479229,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65
8434-PNQZX,United States,California,Marina Del Rey,90292,33.977468,-118.445475,Female,No,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4
5950-AAAGJ,United States,California,Playa Del Rey,90293,33.947305,-118.439841,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9
4299-OPXEJ,United States,California,Inglewood,90301,33.956445,-118.358634,Female,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55
9618-LFJRU,United States,California,Inglewood,90303,33.936291,-118.332639,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85
6693-DJWTY,United States,California,Inglewood,90304,33.936827,-118.359824,Female,No,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45
0744-GKNGE,United States,California,Inglewood,90305,33.958134,-118.330905,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25
6447-EGDIV,United States,California,Santa Monica,90401,34.015481,-118.493231,Female,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25
1167-OYZJF,United States,California,Santa Monica,90402,34.035849,-118.503508,Female,Yes,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05
4806-DXQCE,United States,California,Santa Monica,90404,34.026334,-118.474222,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65
4854-SSLTN,United States,California,Torrance,90502,33.833181,-118.292062,Male,No,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5
5294-DMSFH,United States,California,Torrance,90503,33.840399,-118.353714,Female,No,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75
4837-PZTIC,United States,California,Torrance,90504,33.867257,-118.330794,Female,No,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25
0603-OLQDC,United States,California,Whittier,90601,34.007353,-118.033683,Male,No,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5
3272-VUHPV,United States,California,Whittier,90602,33.972119,-118.020188,Female,No,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5
4176-FXYBO,United States,California,Whittier,90603,33.945318,-117.992066,Male,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95
